,name,author,num_page,language,user_rating,rating_num,reviews,genre_1,genre_2,genre_3,year,publisher
9371,Tiger,Laurann Dohner,221,English,4.32,18334,799,Paranormal,Romance,Paranormal Romance,2012,Ellora's Cave
9372,Lips Touch: Three Times,Laini Taylor,272,English,3.89,13614,2298,Fantasy,Young Adult,Short Stories,2009,Arthur A. Levine Books
9373,Abigail and the Jungle Adventure,Tali Carmi,36,English,4.37,121,40,Childrens,Fiction,Fiction,2014,Vintage
9374,Going Gone,Abraham Lopez,280,English,4.12,130,15,Mystery,Drama,Contemporary,2006,Self
9375,Broken Throne,Victoria Aveyard,400,English,3.89,30985,2646,Fantasy,Young Adult,Dystopia,2019,Orion
9376,Salvage the Bones,Jesmyn Ward,261,English,3.95,60221,7454,Fiction,Contemporary,Literary Fiction,2011,Bloomsbury
9377,Real Friends,Shannon Hale,224,English,4.22,38585,2970,Graphic Novels,Middle Grade,Memoir,2017,First Second
9378,Volpone,Ben Jonson,128,English,3.5,9672,247,Plays,Classics,Drama,1606,Dover Publications
9379,Martian Time-Slip,Philip K. Dick,262,English,3.77,12348,744,Science Fiction,Fiction,Novels,1964,Vintage
9380,The Jasmine Throne,Tasha Suri,533,English,4.17,19231,3788,Fantasy,LGBT,Lesbian,2021,Orbit
9381,The Snows of Kilimanjaro and Other Stories,Ernest Hemingway,144,English,3.82,41714,2149,Classics,Fiction,Short Stories,1936,Scribner
9382,Friends in High Places,Donna Leon,326,English,3.88,10598,568,Mystery,Crime,Fiction,2000,Arrow Books
9383,The Forgotten Warrior,Erin Hunter,368,English,4.45,11919,357,Fantasy,Animals,Middle Grade,2011,HarperCollins Publishers
9384,Light on Snow,Anita Shreve,288,English,3.63,30830,2198,Fiction,Contemporary,Chick Lit,2004,"Little, Brown and Company"
9385,Polgara the Sorceress,David Eddings,754,English,4.11,29043,412,Fantasy,Fiction,Epic Fantasy,1997,Del Rey
9386,Nice Girls Don't Live Forever,Molly Harper,324,English,4.18,14290,624,Vampires,Paranormal,Romance,2009,Pocket Star
9387,Jhereg,Steven Brust,307,German,4.13,14649,638,Fantasy,Fiction,High Fantasy,1983,Klett-Cotta
9388,Aparição,Vergílio Ferreira,273,Portuguese,3.67,5226,167,Portuguese Literature,Classics,Fiction,1959,Bertrand Editora
9389,"Fables, Vol. 1: Legends in Exile",Bill Willingham,128,English,3.98,138413,3751,Graphic Novels,Comics,Fantasy,2002,Vertigo
9390,Waking Up Married,Mira Lyn Kelly,251,English,3.53,25386,1786,Romance,Contemporary,Contemporary Romance,2012,Harlequin KISS
9391,The Wheel of Darkness,Douglas Preston,388,English,3.96,29399,1395,Thriller,Mystery,Fiction,2007,Warner Books
9392,Bad for You,Abbi Glines,320,English,4.27,25422,1688,Romance,New Adult,Contemporary,2014,Simon  Schuster Books for Young Readers
9393,Ink,Amanda Sun,326,English,3.66,9873,1532,Young Adult,Fantasy,Romance,2013,Harlequin Teen
9394,Auggie & Me: Three Wonder Stories,R.J. Palacio,303,English,4.29,36173,3439,Fiction,Middle Grade,Young Adult,2014,Corgi Books
9395,The Dwarves,Markus Heitz,738,English,3.96,12647,876,Fantasy,Fiction,High Fantasy,2003,Orbit
9396,Self Growth,Ron Millicent,80,English,4.26,117,2,Psychology,Novels,Inspirational,2015,Frescati Publishing
9397,Running Wild,J.G. Ballard,112,English,3.58,2706,256,Fiction,Mystery,Crime,1988,"Farrar, Straus and Giroux"
9398,Reveal Me,Tahereh Mafi,112,English,3.99,52604,4838,Fantasy,Dystopia,Young Adult,2019,HarperCollins
9399,Necessary People,Anna Pitoniak,342,English,3.72,11398,1156,Thriller,Fiction,Mystery,2019,"Little, Brown and Company"
9400,"Everything Is Always Gonna Be Alright, Durban Frankenshooze",Jamie McHone,38,English,4.33,105,7,Fantasy,Fiction,Fiction,2006,Mascot Books
9401,The Evening and the Morning,Ken Follett,913,English,4.38,93229,7450,Historical Fiction,Fiction,Historical,2020,Viking
9402,Broken April,Ismail Kadare,216,English,4.02,5696,553,Fiction,Albanian Literature,Historical Fiction,1978,Vintage
9403,Fault Lines,Nancy Houston,326,English,3.77,4008,511,Fiction,Historical Fiction,Roman,2006,UNKNO
9404,The Center of Everything,Laura Moriarty,252,English,3.68,9999,1058,Fiction,Young Adult,Coming Of Age,2003,Hachette Books
9405,Flashforward,Robert J. Sawyer,320,English,3.64,15511,1537,Science Fiction,Fiction,Time Travel,1999,Tor Books
9406,The Grey King,Susan Cooper,165,English,4.16,38118,1064,Fantasy,Young Adult,Fiction,1975,Margaret K. McElderry Books
9407,Exile,R.A. Salvatore,343,English,4.23,62704,1378,Fantasy,Forgotten Realms,Fiction,1990,Wizards of the Coast
9408,Run Baby Run,Nicky Cruz,352,English,4.22,15832,299,Christian,Biography,Nonfiction,1969,Bridge-Logos
9409,Live and Let Die,Ian Fleming,229,English,3.63,30362,2026,Fiction,Thriller,Espionage,1954,Penguin Group
9410,Eden,Jamie McGuire,276,English,4.15,17268,846,Paranormal,Romance,Angels,2011,CreateSpace
9411,A Trick of the Light,Louise Penny,339,English,4.31,69333,5161,Mystery,Fiction,Audiobook,2011,Minotaur Books
9412,If You Were Mine,Bella Andre,194,English,4.25,12880,475,Romance,Contemporary Romance,Contemporary,2012,Oak Press LLC
9413,Sudden Death,Michael Balkind,224,English,3.37,543,72,Mystery,Fiction,Sports,2007,Pero Thrillers
9414,Two Brothers,Ben Elton,424,English,4.38,12850,1201,Historical Fiction,Fiction,War,2012,Bantam Press
9415,Taste of Darkness,Maria V. Snyder,400,English,4.07,14952,1100,Fantasy,Magic,Young Adult,2013,Harlequin MIRA
9416,Untainted,Sarah  Robinson,281,English,4.29,251,86,Romance,New Adult,Romantic Suspense,2014,Vintage
9417,Divided Kingdom,Rupert Thomson,352,English,3.49,1296,122,Fiction,Dystopia,Science Fiction,2005,Vintage
9418,The Son,Veronica Roth,65,English,4.07,18825,579,Young Adult,Dystopia,Short Stories,2014,Katherine Tegen Books
9419,The Selected Poetry of Rainer Maria Rilke,Rainer Maria Rilke,356,Multiple languages,4.39,15079,505,Poetry,Classics,German Literature,1948,Vintage
9421,Black Ice,Stephen Tesher,330,English,4.31,97,14,Fiction,Contemporary,Fiction,2014,Createspace Independent Publishing Platform
9422,The Perfect Wife,J.P. Delaney,413,English,3.7,32320,4278,Thriller,Mystery,Fiction,2019,Ballantine Books
9423,Lost Stars,Claudia Gray,551,English,4.28,26570,3393,Star Wars,Science Fiction,Young Adult,2015,Disney Lucasfilm Press
9424,The Makioka Sisters,Jun'ichirō Tanizaki,530,English,4.04,8882,1072,Japan,Fiction,Classics,1948,Vintage
9425,My Losing Season: A Memoir,Pat Conroy,402,English,3.88,10147,606,Nonfiction,Sports,Memoir,2002,Bantam Books
9426,Wizard of the Crow,Ngũgĩ wa Thiong'o,768,English,4.21,3230,434,Fiction,Africa,Magical Realism,2004,Pantheon
9427,The 13 Clocks,James Thurber,128,English,4.01,7585,1186,Fantasy,Fiction,Childrens,1950,Yearling
9428,"Will You Please Be Quiet, Please?",Raymond Carver,181,English,4.21,16760,1136,Short Stories,Fiction,Classics,1976,Vintage Random House 
9429,The Naked Face,Sidney Sheldon,316,English,3.57,19637,746,Fiction,Thriller,Mystery,1970,Warner Books
9430,The Den of Shadows Quartet,Amelia Atwater-Rhodes,595,English,4.23,4397,147,Young Adult,Vampires,Fantasy,2009,Delacorte Press
9431,Обитаемый остров,Arkady Strugatsky,416,Russian,4.26,6064,175,Science Fiction,Fiction,Russia,1968,АСТ
9432,By Midnight,Mia James,436,English,3.59,2271,225,Young Adult,Paranormal,Fantasy,2010,Gollancz
9433,Helen of Troy,Margaret George,611,English,3.94,11076,1005,Historical Fiction,Mythology,Fiction,2006,Viking Adult
9434,Endless Summer,Jennifer Echols,587,English,4.0,19934,681,Young Adult,Romance,Contemporary,2010,Simon Pulse
9435,Existentialism is a Humanism,Jean-Paul Sartre,122,English,3.98,33852,1678,Philosophy,Nonfiction,France,1945,Yale University Press
9436,Plantation,Dorothea Benton Frank,449,English,4.2,13277,604,Fiction,Chick Lit,Southern,2001,Jove
9437,Comet in Moominland,Tove Jansson,192,English,4.24,17354,1119,Fantasy,Fiction,Childrens,1946,A \u0026 C Black
9438,Lost Dogs and Lonely Hearts,Lucy Dillon,420,English,3.87,5802,596,Chick Lit,Romance,Fiction,2009,Hodder Paperbacks
9439,Second Chance Boyfriend,Monica  Murphy,320,English,4.04,35943,2180,New Adult,Romance,Contemporary,2013,Monica Murphy
9440,La Regenta,Leopoldo Alas,1024,Spanish; Castilian,3.99,4437,288,Classics,Fiction,Spanish Literature,1884,Debolsillo
9441,Storm,Brigid Kemmerer,432,English,3.94,26485,2549,Supernatural,Fantasy,Young Adult,2012,Kensington
9442,Blood Line,John J.  Davis,300,English,3.69,1100,131,Thriller,Mystery,Fiction,2014,Simon \u0026 Winter Inc.
9443,Shine,Lauren Myracle,350,English,3.82,12844,1672,Young Adult,Mystery,Fiction,2011,Amulet Books
9444,Peter: The Untold True Story,Christopher Daniel Mechling,220,English,3.78,387,95,Historical Fiction,Fantasy,Young Adult,2013,Christopher Mechling
9445,My True Love Gave to Me: Twelve Holiday Stories,Stephanie Perkins,321,English,3.66,40101,7756,Young Adult,Romance,Short Stories,2014, St. Martin’s Griffin
9446,Darth Plagueis,James Luceno,379,English,4.15,25161,2348,Star Wars,Science Fiction,Fiction,2012,"LucasBooks/Del Rey Books/Ballantine Books/Random House, Inc."
9449,Awkward,Svetlana Chmakova,224,English,4.18,46139,2448,Graphic Novels,Middle Grade,Realistic Fiction,2015,JY
9451,Savvy Sage Online,Richard Sprout,372,English,4.19,262,35,Drama,Fiction,Contemporary,2006,Vintage
9452,Lost Connections: Uncovering the Real Causes of Depression - and the Unexpected Solutions,Johann Hari,322,English,4.27,31790,3494,Nonfiction,Psychology,Self Help,2018,Bloomsbury USA
9453,Torn,Carian Cole,422,English,4.12,28164,3189,Romance,Contemporary Romance,Contemporary,2016,Carian Cole
9454,Un cuento perfecto,Elísabet Benavent,640,Spanish; Castilian,4.19,43478,6478,Romance,Spanish Literature,New Adult,2020,Suma
9455,Warriors: Secrets of the Clans,Erin Hunter,168,English,4.18,10152,202,Fantasy,Animals,Middle Grade,2007,HarperCollins
9456,Deeper,Roderick Gordon,655,English,3.94,8957,475,Fantasy,Young Adult,Fiction,2007,Chicken House
9457,The Angel of Darkness,Caleb Carr,752,English,3.99,28903,1639,Historical Fiction,Mystery,Fiction,1997,Ballantine Books
9458,The Hob's Bargain,Patricia Briggs,288,English,3.99,9546,524,Fantasy,Romance,Fiction,2001,Ace
9459,Night of the Living Dummy,R.L. Stine,134,English,3.84,29103,1509,Horror,Childrens,Fiction,1993,Scholastic
9460,Mistwood,Leah Cypess,304,English,3.52,6634,788,Fantasy,Young Adult,Magic,2009,Greenwillow Books/HarperCollins
9461,"D.Gray-man, Vol. 1",Katsura Hoshino,196,English,4.2,29109,363,Manga,Fantasy,Graphic Novels,2004,VIZ Media LLC
9462,The Long Way Home,Andrew Klavan,345,English,4.26,3432,336,Young Adult,Fiction,Mystery,2009,Thomas Nelson Inc
9463,Dauntless,Jack Campbell,293,English,3.96,30437,1752,Science Fiction,Space Opera,Fiction,2006,Ace Books
9464,Danzig Passage,Bodie Thoene,464,English,4.41,4781,113,Historical Fiction,Christian Fiction,Fiction,1991,Tyndale House Publishers
9465,Elfin,Quinn Loftis,389,English,4.1,8559,619,Fantasy,Young Adult,Romance,2012,Vintage
9466,The War of Art: Winning the Inner Creative Battle,Steven Pressfield,168,English,3.99,96576,7666,Nonfiction,Writing,Self Help,2002,Warner Books
9467,Chase the Darkness,J.D. Tyler,257,English,4.09,1217,107,Paranormal,Paranormal Romance,Shapeshifters,2015,Signet
9468,The Knight in the Panther's Skin,Shota Rustaveli,259,English,4.63,2298,117,Poetry,Georgian,Classics,1205,Nova Science Pub Inc
9469,Blackbird: A Childhood Lost and Found,Jennifer Lauck,432,English,4.03,9020,672,Memoir,Nonfiction,Biography,2000,Washington Square Press
9470,Blood Work,Michael Connelly,469,English,4.14,54276,1775,Mystery,Fiction,Crime,1998,Warner Books
9471,The Rules of Magic,Alice Hoffman,369,English,3.99,101866,10155,Fantasy,Fiction,Magical Realism,2017,Simon \u0026 Schuster
9472,Ruthless Fae,Caroline Peckham,475,English,4.29,83498,6040,Fantasy,Romance,Fae,2019,Vintage
9473,All Our Wrong Todays,Elan Mastai,384,English,3.75,26402,4079,Science Fiction,Fiction,Time Travel,2017,Dutton 
9474,Prince of Pain II (A Dark M/M Fairy Romance),Julie Mannino,49,English,4.5,10,3,Fantasy,Fiction,Fiction,2006,Vintage
9475,Marketing Warfare,Al Ries,240,English,4.1,1599,88,Business,Nonfiction,Entrepreneurship,1986,McGraw-Hill Education
9476,"Everything She Ever Wanted: A True Story of Obsessive Love, Murder, and Betrayal",Ann Rule,560,English,4.06,8303,285,True Crime,Nonfiction,Crime,1992,Pocket Books
9477,Hackers: Heroes of the Computer Revolution,Steven Levy,464,English,4.15,7945,476,Nonfiction,History,Technology,1984,Penguin Books
9478,Skallagrigg,William Horwood,728,English,4.52,832,109,Fiction,Fantasy,Disability,1987,Penguin
9479,Frozen Fire,Tim Bowler,328,English,3.63,3588,480,Young Adult,Mystery,Fantasy,2006,Philomel Books
9480,Nerilka's Story,Anne McCaffrey,182,English,3.83,17287,305,Fantasy,Science Fiction,Dragons,1986,Del Rey
9481,"The Umbrella Academy, Vol. 1:  Apocalypse Suite",Gerard Way,184,English,3.85,60015,4600,Graphic Novels,Comics,Fantasy,2007,Dark Horse Comics
9482,Twilight's Dawn,Anne Bishop,435,English,4.3,9763,505,Fantasy,Romance,Fiction,2011,Roc
9483,"Brown Bear, Brown Bear, What Do You See?",Bill Martin Jr.,24,English,4.25,175364,4246,Picture Books,Childrens,Animals,1967,Henry Holt and Co.
9484,In Our Time,Ernest Hemingway,156,English,3.76,23236,1415,Classics,Fiction,Short Stories,1925,Scribner
9485,The Crown Tower,Michael J. Sullivan,384,English,4.33,36000,2065,Fantasy,Fiction,Epic Fantasy,2013,Orbit 
9487,Truth or Beard,Penny Reid,390,English,3.9,49475,5485,Romance,Contemporary,Contemporary Romance,2015,Caped Publishing
9489,Rogue Protocol,Martha Wells,158,English,4.27,85316,7162,Science Fiction,Fiction,Novella,2018,Tor.com
9490,The Dutch House,Ann Patchett,337,English,4.1,392379,38182,Fiction,Historical Fiction,Audiobook,2019,Harper
9491,10 Minutes 38 Seconds in This Strange World,Elif Shafak,312,English,4.09,52936,6763,Fiction,Contemporary,Historical Fiction,2019,Viking
9492,Ricochet,Krista Ritchie,265,English,3.84,65074,6631,Romance,New Adult,Contemporary,2013,K.B. Ritchie
9493,The American Roommate Experiment,Elena  Armas,400,English,3.89,120833,15330,Romance,Contemporary,Contemporary Romance,2022,Atria Books
9494,Tortured for Christ,Richard Wurmbrand,155,English,4.35,15916,703,Christian,Biography,Nonfiction,1967,Hodder \u0026 Stoughton
9495,The Boleyn Inheritance,Philippa Gregory,518,English,3.9,89346,4530,Historical Fiction,Fiction,Historical,2006,Atria Books
9496,Silver Is for Secrets,Laurie Faria Stolarz,277,English,4.08,10355,331,Young Adult,Fantasy,Paranormal,2005,Llewellyn Publications
9497,The True Story of Hansel and Gretel: A Novel of War and Survival,Louise Murphy,297,English,4.03,13354,1783,Historical Fiction,Fiction,Holocaust,2003,Penguin Books
9498,How to Be Good,Nick Hornby,305,German,3.22,55314,3159,Fiction,Contemporary,Humor,2001,Droemer Knaur
9499,It Can't Happen Here,Sinclair Lewis,400,English,3.78,18450,2984,Fiction,Classics,Politics,1935,NAL Trade
9500,Deadeye Dick,Kurt Vonnegut Jr.,271,English,3.83,27568,1075,Fiction,Classics,Humor,1982,Dial Press
9501,Beautiful Beginning,Christina Lauren,209,English,4.15,31400,1670,Romance,Contemporary Romance,Contemporary,2013,Pocket Star
9502,Persuader,Lee Child,496,English,4.13,82950,3464,Thriller,Fiction,Mystery,2003,Dell
9503,Mom & Me & Mom,Maya Angelou,201,English,4.21,24194,2335,Nonfiction,Memoir,Feminism,2013,Random House
9504,Beware of Pity,Stefan Zweig,353,English,4.23,13814,1453,Fiction,Classics,German Literature,1939,NYRB Classics
9505,Northern Lights,Nora Roberts,637,English,4.03,44235,1509,Romance,Romantic Suspense,Mystery,2004,Jove
9506,The Queen of the South,Arturo Pérez-Reverte,528,English,3.95,13822,980,Fiction,Thriller,Historical Fiction,2002,Picador
9507,Acceptance,Jeff VanderMeer,341,English,3.63,59477,5844,Science Fiction,Fiction,Horror,2014,"Farrar, Straus and Giroux"
9508,The Wicked Will Rise,Danielle  Paige,293,English,3.79,32812,3313,Fantasy,Young Adult,Retellings,2015,HarperCollins
9509,Тютюн,Dimitar Dimov,616,Bulgarian,4.42,7228,154,Bulgarian Literature,Classics,Fiction,1951,Труд
9510,The Enormous Crocodile,Roald Dahl,32,English,3.78,20705,1023,Childrens,Fiction,Picture Books,1978,Puffin
9511,The Iron Flower,Laurie Forest,597,English,4.35,16250,1498,Fantasy,Young Adult,Romance,2018,Harlequin Teen
9512,Edward II,Christopher Marlowe,96,English,3.66,6673,265,Plays,Classics,Drama,1593,Nick Hern Books
9514,I Am America,Stephen Colbert,230,English,3.89,81683,3536,Nonfiction,Humor,Comedy,2007,Grand Central Publishing
9515,La Bête humaine,Émile Zola,462,French,4.04,10781,525,Classics,Fiction,France,1890,Gallimard
9516,A Stranger in the Mirror,Sidney Sheldon,352,English,3.66,20878,541,Fiction,Thriller,Mystery,1976,Fontana Press
9517,Respectable Sins,Jerry Bridges,192,English,4.28,8100,595,Christian,Christian Living,Theology,2007,NavPress
9518,The Prince,Tiffany Reisz,407,English,4.45,13068,1425,BDSM,Erotica,Romance,2012,Mira Books
9519,You Don't Have to Say You Love Me,Sarra Manning,560,English,3.96,17255,1437,Romance,Chick Lit,Contemporary,2011,Corgi
9520,Wildflower Hill,Kimberley Freeman,524,English,4.1,13027,1501,Historical Fiction,Fiction,Romance,2010,Touchstone
9521,Influencer: The Power to Change Anything,Kerry Patterson,288,English,4.0,14152,684,Business,Leadership,Nonfiction,2007,McGraw-Hill
9522,Come Away with Me,Kristen Proby,324,English,3.91,61422,3546,Romance,Contemporary Romance,Contemporary,2012,Kristen Proby Publishing
9523,The Long Haul,Jeff Kinney,217,English,4.33,71147,4015,Middle Grade,Fiction,Humor,2014,Amulet Books
9524,I Want My Hat Back,Jon Klassen,40,English,4.34,31037,3541,Picture Books,Childrens,Humor,2011,Candlewick Press
9525,The Silent Corner,Dean Koontz,434,English,3.94,32391,3290,Thriller,Mystery,Fiction,2017,Bantam
9526,"Caliban and the Witch: Women, the Body and Primitive Accumulation",Silvia Federici,288,English,4.55,8548,854,Feminism,Nonfiction,History,2004,Autonomedia
9527,Legion of the Damned,Sven Hassel,256,English,3.97,4895,222,War,Historical Fiction,Fiction,1953,Weidenfeld \u0026 Nicolson
9528,Crazy in Alabama,Mark Childress,384,English,3.96,5450,317,Fiction,Southern,Humor,1993,Ballantine Books
9529,Half Asleep in Frog Pajamas,Tom Robbins,389,English,3.76,22142,803,Fiction,Humor,Novels,1994,Oldcastle Books Ltd
9530,Princess Mia,Meg Cabot,274,English,3.85,25330,939,Young Adult,Romance,Contemporary,2007,HarperTeen
9531,Moominsummer Madness,Tove Jansson,192,English,4.29,11123,576,Fantasy,Childrens,Fiction,1954,A \u0026 C Black
9532,Warriors Boxed Set,Erin Hunter,1056,English,4.68,2078,27,Fantasy,Middle Grade,Cats,2006,HarperCollins
9533,Fireproof,Eric Wilson,284,English,4.47,53012,617,Christian,Christian Fiction,Fiction,2008,Thomas Nelson Publishers
9534,Sidney Sheldon's Mistress of the Game,Sidney Sheldon,592,English,3.8,12934,470,Fiction,Mystery,Thriller,1988,Harper Large Print
9535,Wicked Nights,Gena Showalter,411,English,4.08,25523,1616,Paranormal Romance,Paranormal,Romance,2012,HQN Books
9536,Saman,Ayu Utami,197,Indonesian,3.66,6858,726,Fiction,Indonesian Literature,Novels,1998,KPG
9537,Shattered Glass,Dani Alexander,360,English,4.05,9505,1336,M M Romance,Romance,Contemporary,2012,Dani Alexander
9538,Metamorphosis,Erin Noelle,254,English,4.15,12539,1156,New Adult,Romance,College,2013,Vintage
9539,Caligula,Albert Camus,224,French,4.1,12544,865,Plays,Classics,Philosophy,1944,Gallimard 
9540,Amor de Perdição,Camilo Castelo Branco,144,Portuguese,3.56,9252,435,Classics,Romance,Portuguese Literature,1861,Luso-Brazilian Books
9541,Deacon,Kristen Ashley,216,English,4.3,23171,1920,Romance,Contemporary Romance,Contemporary,2014,Kristen Ashley
9542,Let the Wind Rise,Shannon Messenger,320,English,4.23,3334,256,Fantasy,Young Adult,Romance,2016,Simon Pulse
9543,A Unique Kind of Love: A Different Perspective [Excerpt],Jasmine  Rose,22,English,4.47,79,2,Fantasy,Fiction,Fiction,2014,BLVNP Incorporated
9544,The Door,Magda Szabó,262,English,4.09,23676,3245,Fiction,Hungary,Historical Fiction,1987,Harvill Press
9545,El camino,Miguel Delibes,224,Spanish; Castilian,4.04,8628,552,Fiction,Classics,Spanish Literature,1950,Ediciones Destino
9546,Now I Rise,Kiersten White,476,English,4.18,19110,2838,Historical Fiction,Young Adult,Fantasy,2017,Delacorte Press
9547,Before the Fall,Noah Hawley,401,English,3.72,124395,13106,Fiction,Mystery,Thriller,2016,Grand Central Publishing
9548,Aru Shah and the Tree of Wishes,Roshani Chokshi,349,English,4.4,5820,696,Fantasy,Middle Grade,Mythology,2020,Rick Riordan Presents
9549,Killer Spirit,Jennifer Lynn Barnes,324,English,4.0,5187,181,Young Adult,Espionage,Mystery,2008,Laurel Leaf
9550,Night Whispers,Erin Hunter,352,English,4.36,13030,362,Fantasy,Animals,Middle Grade,2010,HarperCollins
9551,The Atonement Child,Francine Rivers,384,English,4.28,42615,1579,Christian Fiction,Christian,Fiction,1997,Tyndale House
9552,Gravity,Tess Gerritsen,342,English,4.07,13941,1130,Thriller,Fiction,Mystery,1999,Pocket Books
9553,Strength in What Remains: A Journey of Remembrance and Forgiveness,Tracy Kidder,277,English,4.03,16155,1934,Nonfiction,Africa,Biography,2000,Random House
9554,"Bianca come il latte, rossa come il sangue",Alessandro D'Avenia,254,Italian,3.52,18394,946,Young Adult,Romance,Contemporary,2010,Mondadori
9555,The Darkest Hour,Maya Banks,304,English,4.14,26137,1611,Romance,Romantic Suspense,Military Fiction,2010,Berkley
9556,Flunked,Jen Calonita,244,English,3.83,11204,1350,Fantasy,Middle Grade,Fairy Tales,2015,Sourcebooks Young Readers
9557,Redemption Ark,Alastair Reynolds,694,English,4.15,28199,848,Science Fiction,Fiction,Space Opera,2002,Ace Books
9558,Gdzie śpiewają raki,Delia Owens,416,Polish,4.41,2551120,186643,Fiction,Historical Fiction,Mystery,2018,Świat Książki
9559,"Five Dialogues: Euthyphro, Apology, Crito, Meno, Phaedo",Plato,156,English,4.16,20486,439,Philosophy,Classics,Nonfiction,386,"Hackett Publishing Company, Inc."
9560,Evening Class,Maeve Binchy,528,English,4.01,42399,1259,Fiction,Romance,Chick Lit,1996,Orion Publishing Group
9561,The Longest Day,Cornelius Ryan,350,English,4.32,23453,733,History,Nonfiction,War,1959,Simon  Schuster
9562,The Philosophy of Andy Warhol,Andy Warhol,272,English,3.83,44914,631,Art,Nonfiction,Philosophy,1975,Mariner Books
9563,Frida: A Biography of Frida Kahlo,Hayden Herrera,528,English,4.0,62464,722,Biography,Art,Nonfiction,1983,Harper Perennial
9564,Five on a Treasure Island,Enid Blyton,256,English,4.11,31220,1485,Childrens,Fiction,Adventure,1942,Hodder
9565,When We Were Very Young,A.A. Milne,100,English,4.25,25088,784,Poetry,Childrens,Classics,1924,E.P. Dutton
9566,Streets of Laredo,Larry McMurtry,547,English,4.03,17337,932,Westerns,Fiction,Historical Fiction,1993,Simon Schuster
9567,Total Control,David Baldacci,720,English,4.12,41432,1224,Thriller,Fiction,Mystery,1996,Vision
9568,Brother Odd,Dean Koontz,364,English,4.0,65092,2634,Horror,Fiction,Fantasy,2006,Bantam
9569,Saving Grace,Christine Zolendz,245,English,4.07,19211,1025,Paranormal,Angels,Romance,2012,DarkRoadDesigns
9570,Echo Burning,Lee Child,432,English,4.04,87534,3626,Thriller,Fiction,Mystery,2001,Jove
9571,The Family,Mario Puzo,418,English,3.83,12985,694,Historical Fiction,Fiction,Historical,2001,Avon
9572,Escape from Warsaw,Ian Serraillier,218,English,4.02,7765,635,Historical Fiction,Fiction,Childrens,1956,Scholastic Paperbacks
9573,The Bone Garden,Tess Gerritsen,370,English,4.05,28397,2327,Mystery,Fiction,Thriller,2007,Bantam 
9574,At the Edge of the Universe,Shaun David Hutchinson,304,English,4.15,5835,1012,LGBT,Young Adult,Contemporary,2017,Simon Pulse
9575,The Takeover,T.L. Swan,477,English,4.44,81434,7342,Romance,Contemporary Romance,Contemporary,2020,Montlake
9576,Dreadnought,April  Daniels,280,English,4.12,8133,1598,Fantasy,Young Adult,LGBT,2017,Diversion Books
9577,Collided,Lauren Asher,560,English,3.89,59069,5365,Romance,Sports Romance,Sports,2020,Vintage
9578,To Dance with the White Dog,Terry Kay,239,English,4.24,5125,532,Fiction,Animals,Dogs,1990,Peachtree
9579,David Attenborough's Life on Air: Memoirs of a Broadcaster,David Attenborough,384,English,4.42,3983,391,Nonfiction,Biography,Autobiography,2002,BBC Books
9580,The Deep,Helen Dunmore,329,English,4.0,4677,180,Fantasy,Mermaids,Young Adult,2007,HarperCollins
9581,Goliath,Scott Westerfeld,543,English,4.23,31588,2636,Steampunk,Young Adult,Fantasy,2011,Simon Schuster
9582,Vienna Prelude,Bodie Thoene,461,English,4.26,10015,642,Historical Fiction,Christian Fiction,Fiction,1989,Tyndale House Publishers
9583,Shadowfell,Juliet Marillier,410,English,3.93,14011,1385,Fantasy,Young Adult,Romance,2012,Knopf Books for Young Readers
9584,The Secret of Shadow Ranch,Carolyn Keene,160,English,3.95,19611,840,Mystery,Young Adult,Fiction,1931,Armada
9585,The Yacoubian Building,Alaa Al Aswany,256,English,3.7,20586,1755,Fiction,Egypt,Novels,2002,Harper Perennial
9586,Vampire Blood Trilogy,Darren Shan,511,English,4.19,5217,316,Fantasy,Young Adult,Horror,2003,HarperCollins
9587,Steve Jobs: The Man Who Thought Different: A Biography,Karen Blumenthal,320,English,3.95,5879,897,Biography,Nonfiction,Business,2012,Square Fish
9588,The Colorado Kid,Stephen King,178,English,3.38,47769,4131,Mystery,Fiction,Horror,2005,Dorchester Publishing Co.
9589,The Book of Tomorrow,Cecelia Ahern,320,English,3.67,36958,3058,Fiction,Chick Lit,Fantasy,2009,HarperCollins Publishers Ltd
9590,All the Lies,S.T. Abby,141,English,4.54,99338,8350,Romance,Dark,Thriller,2016,Vintage
9591,Beelzebub's Tales to His Grandson,G.I. Gurdjieff,1152,English,4.14,1308,106,Philosophy,Spirituality,Fiction,1950,TarcherPerigee
9592,Iceland's Bell,Halldór Laxness,425,English,3.88,2074,180,Fiction,Historical Fiction,Classics,1943,Vintage
9593,Lord John and the Brotherhood of the Blade,Diana Gabaldon,494,English,3.94,26364,1172,Historical Fiction,Fiction,Historical,2007,Delacorte Press
9594,Illywhacker,Peter Carey,569,English,3.77,2926,153,Fiction,Australia,Literature,1985,Faber \u0026 Faber
9595,Caddie Woodlawn,Carol Ryrie Brink,288,English,4.01,51097,1700,Historical Fiction,Childrens,Fiction,1935,Aladdin
9596,Area 7,Matthew Reilly,507,English,4.11,17770,572,Thriller,Fiction,Action,2001,St. Martin's Paperbacks
9597,The Hamlet,William Faulkner,409,English,3.86,5294,342,Fiction,Classics,Literature,1940,Vintage International
9598,"Batman, Volume 3: Death of the Family",Scott Snyder,176,English,4.32,19086,1374,Comics,Graphic Novels,Batman,2013,DC Comics
